49;75;55;77;39
47;53;49;49;41
23;25;19;19;19
41;41;45;45;39
73;73;75;75;63
37;41;37;41;31
61;73;71;83;51
43;47;51;51;35
61;61;55;55;51
51;83;55;79;37
31;31;33;33;25
59;67;69;77;55
47;59;57;65;37
77;77;73;73;55
55;85;57;81;43
35;43;41;45;31
35;39;39;39;29
49;59;61;65;41
45;61;47;59;35
33;33;31;31;25
51;61;53;65;39
71;71;79;79;67
47;47;45;45;33
19;27;19;21;19
21;27;25;33;21
43;43;43;49;35
27;35;25;39;25
51;57;51;51;45
55;55;59;61;47
61;67;67;67;49
47;61;53;65;39
45;73;51;73;35
27;33;23;29;21
35;43;35;39;31
35;57;35;51;21
61;73;61;71;53
37;43;29;29;23
59;59;65;65;55
51;61;57;67;45
37;49;43;61;31
33;39;35;41;25
53;65;51;65;43
35;47;41;47;29
23;39;35;37;23
31;39;35;45;23
31;41;27;35;23
55;75;59;77;41
39;61;39;61;31
27;41;27;41;27
59;75;61;73;51
33;33;43;43;27
59;81;65;77;43
57;61;43;49;43
43;57;45;55;33
45;65;47;63;31
57;61;63;67;53
37;37;37;41;31
51;57;43;43;39
37;49;35;41;29
27;27;23;23;23
23;27;27;31;19
41;51;43;49;35
59;97;59;89;49
65;65;61;61;51
49;49;49;49;37
29;43;37;41;29
25;33;21;23;19
63;65;55;59;49
29;29;23;23;23
31;31;43;43;31
41;45;37;41;37
63;69;73;75;59
51;51;57;57;43
35;73;37;73;29
33;49;39;49;29
53;63;71;73;43
25;27;25;27;21
49;55;43;47;33
45;49;47;49;35
19;19;19;21;17
39;39;37;39;33
73;73;67;67;49
35;35;31;31;25
61;61;53;53;47
63;69;73;79;59
67;71;63;71;55
31;35;27;31;27
47;57;47;65;35
57;57;47;49;41
49;49;39;39;37
49;57;53;59;47
55;55;51;51;43
35;45;37;49;23
33;53;43;55;27
65;69;61;69;49
51;71;41;53;37
37;45;37;41;29
61;61;69;69;51
31;31;29;29;27
37;63;39;63;25
37;51;37;47;29
29;29;25;25;23
43;49;43;45;33
49;53;61;65;43
23;29;23;27;23
59;63;69;73;43
51;57;49;53;43
59;67;67;71;57
37;55;41;59;35
35;47;37;51;27
61;61;51;51;45
79;83;75;79;61
43;47;39;43;33
59;67;65;73;47
65;67;71;73;61
31;31;27;27;27
77;77;69;69;61
49;103;51;95;35
31;37;31;35;21
75;79;65;69;53
45;75;55;75;33
57;61;69;69;51
41;41;39;41;31
47;47;51;53;37
27;35;25;33;19
31;35;43;49;31
39;39;33;33;31
45;81;57;83;39
75;75;83;83;63
45;47;51;57;39
87;87;79;79;65
25;25;27;27;25
67;67;69;69;57
37;49;35;45;25
41;47;39;45;37
49;55;43;49;39
61;69;57;63;47
25;35;31;37;21
35;47;43;51;31
79;79;79;79;63
23;33;31;37;23
41;59;59;73;39
47;57;55;59;39
81;81;81;81;77
81;81;79;79;73
21;21;35;35;21
43;55;41;45;35
29;29;33;33;23
65;71;51;55;47
29;41;31;39;21
35;35;35;35;29
21;23;27;27;19
59;59;69;69;49
41;51;49;51;35
65;67;61;63;53
61;63;63;79;49
47;71;53;69;41
65;93;69;89;55
25;27;25;25;25
51;71;61;67;41
27;27;25;25;25
45;47;49;51;37
29;49;43;45;27
27;27;23;23;21
45;63;45;63;33
27;29;25;27;21
45;83;49;81;35
51;59;57;59;41
39;39;37;37;31
37;39;41;45;27
39;53;43;49;27
61;61;59;59;43
55;61;73;75;53
65;65;57;57;51
79;79;71;71;59
39;43;35;35;31
47;55;43;49;41
53;75;51;61;37
43;45;43;43;27
37;49;43;55;33
95;103;97;105;81
27;41;25;55;21
57;57;53;53;43
57;61;47;49;41
65;65;67;67;51
53;53;45;45;43
59;59;59;59;47
47;65;47;57;37
67;79;65;69;49
57;61;49;51;47
27;27;25;25;19
43;45;41;43;35
29;31;27;29;23
49;53;47;49;41
59;59;53;53;41
51;57;65;69;35
51;51;51;51;39
67;87;65;81;49
61;61;69;73;47
31;31;37;37;25
27;51;33;41;21
55;59;53;59;37
61;61;71;73;55
31;31;31;31;29
77;81;81;81;63
75;81;79;81;55
29;33;29;37;21
37;51;33;37;29
35;35;35;37;23
69;75;69;77;55
49;63;51;65;35
79;79;83;83;73
41;43;33;33;31
71;71;81;81;61
25;25;31;31;23
49;49;41;41;39
47;53;39;49;35
25;29;25;25;25
25;25;23;23;19
55;71;61;73;41
35;57;35;59;29
75;85;71;81;63
17;27;23;23;17
25;25;27;27;25
37;75;39;65;33
45;59;51;53;35
33;39;41;51;23
59;59;65;65;55
25;41;31;49;23
25;33;29;29;25
51;61;53;55;43
63;67;67;71;53
65;65;57;59;49
43;51;45;49;37
61;61;47;47;45
71;71;73;73;59
25;31;35;39;23
45;45;43;43;37
43;59;41;55;31
77;91;81;89;61
39;55;39;55;35
39;45;49;55;37
51;57;35;41;33
37;37;29;29;29
27;37;21;31;21
55;83;57;79;43
41;51;47;55;33
39;55;37;47;33
67;69;71;71;49
23;23;23;23;21
73;73;69;69;65
33;53;35;55;27
69;95;81;89;55
31;37;27;35;27
35;41;35;39;33
45;45;33;33;31
53;67;61;65;45
65;77;59;69;55
33;37;39;43;27
45;65;49;75;35
29;41;29;45;17
39;59;45;55;35
31;35;31;33;23
63;69;67;73;51
29;31;29;31;23
33;49;39;49;29
69;77;71;77;61
65;65;69;69;57
29;39;25;33;21
55;63;69;71;45
31;31;29;31;21
59;79;67;81;47
61;67;67;69;41
79;87;75;81;63
53;63;55;63;39
53;77;61;79;39
53;59;49;51;43
29;33;27;29;21
49;49;57;57;45
37;37;39;39;29
45;55;49;55;33
67;75;69;71;55
63;65;69;71;57
27;27;25;25;23
39;45;41;51;29
47;65;53;59;37
47;47;57;57;41
39;57;35;55;31
61;61;63;67;53
39;49;49;53;33
51;53;55;59;47
59;73;63;71;43
53;79;63;81;47
43;43;31;31;31
43;63;55;63;39
35;39;41;41;29
39;45;49;53;39
33;51;45;59;31
51;63;55;63;35
61;73;81;85;49
75;87;61;73;53
39;49;41;55;35
35;43;31;39;29
47;49;45;47;31
77;89;75;87;57
31;41;31;33;27
81;81;67;67;53
61;69;63;69;49
71;71;67;67;59
55;55;45;45;37
43;75;45;67;31
35;41;43;43;31
19;23;19;23;15
27;59;35;41;25
55;63;57;65;47
69;71;73;73;57
35;35;39;39;29
47;49;41;43;37
79;87;83;93;67
53;55;47;47;39
61;63;59;61;51
35;41;31;31;25
35;41;37;47;33
55;81;55;73;45
51;63;49;59;41
27;27;25;25;21
35;35;29;29;29
79;79;77;81;67
67;67;63;63;51
35;43;29;37;27
29;37;29;39;23
75;77;71;73;49
29;29;19;21;19
49;67;57;67;41
47;47;41;41;29
53;95;69;87;47
29;35;27;37;27
59;79;57;75;45
83;83;77;77;61
